X,Y,OBJECTID,BEST_LOCATION,SPRING_KEY,RESOURCE_,SURFACE_WATER_MEASURE,SPRING_NAME,STATION_NAME,STATION_ALIAS,STATION_ID,DATA_SOURCE,STATION_COMMENTS,TIDAL,FGS_MAGNITUDE,SPRING_CLUSTER,DMS_LAT,DMS_LON,ALBERS_X,ALBERS_Y,DATUM_ALBERS,LOCATION_METHOD,OFS_NAME
-83.7388307652059,29.9742668862611,588,YES,131,SPRING_VENT,YES,BIG SPRING (TAYLOR),BIG SPRING, ,DEP FGS-30,DEP FGS,Spring     Hard paddling up to the pool., ,2, ,29 58 27.3693,83 44 19.79621,425170.186398,663051.147288,WGS84,DGPS,
-82.5986000003155,28.877500000223,589,YES,4104,SPRING_VENT,NO,CRESCENT DRIVE SPRING,CRESCENT DRIVE SPRING, ,42600,DEP GWMS,"Spring was destroyed when the property owner constructed a home at the site; Spring magnitude changed to zero", ,Never Flowing, ,28 52 39,82 35 54.96,536441.031932,542022.115153,WGS84,DGPS,
-85.171044468167,30.5914155808787,590,YES,3276,SPRING_GENERAL,YES,CRUMBLY SPRING,CRUMBLY SPRING, , ,NWFWMD, , ,4, ,30 35 29.10192,85 10 15.76668,287792.654385,732053.605097,NAD83, ,
-82.7847496966744,28.0844326641303,591,YES,417,SPRING_VENT,YES,CRYSTAL BEACH SPRING (PINELLAS),CRYSTAL BEACH SPRING, ,DEP FGS-90,DEP FGS,"Submarine Sprng     Magnitude estamted by D. DeWitt, SWFWMD", ,2,PINELLAS CLUSTER,28 05 03.96406,82 47 05.10911,519185.981977,453759.694235,WGS84,DGPS,
-83.1133525720922,30.092143575843,592,YES,1061,SPRING_VENT,YES,LAF919972 (LAFAYETTE),LAF919972 (LAFAYETTE),LAF919972,DEP FGS-204,DEP FGS,Spring, ,3, ,30 05 31.72952,83 06 48.07465,485355.896753,676416.260586,WGS84,DGPS,
-83.246581215538,30.2611635811131,593,YES,1063,SPRING_SEEP,YES,LAF922975 (LAFAYETTE),LAF922975 (LAFAYETTE),LAF922975,DEP FGS-205,DEP FGS,Spring, ,3, ,30 15 40.19908,83 14 47.69736,472415.775758,695091.168207,WGS84,DGPS,
-83.2496826461794,30.2605685427341,594,YES,1065,SPRING_SEEP,YES,LAF922976 (LAFAYETTE),LAF922976 (LAFAYETTE),LAF922976,DEP FGS-206,DEP FGS,Spring, ,3, ,30 15 38.05693,83 14 58.86251,472118.083508,695023.308347,WGS84,DGPS,
-83.1661069894598,30.1022079670394,595,YES,1068,SPRING_SEEP,YES,LAF924971 (LAFAYETTE),LAF924971 (LAFAYETTE),LAF924971,DEP FGS-207,DEP FGS,Spring, ,2, ,30 06 07.96039,83 09 57.99049,480269.852582,677497.964642,WGS84,DGPS,
-83.9826878614948,30.3400768553877,596,YES,1250,SPRING_VENT,YES,MAGGIE SPRINGS,MAGGIE SPRINGS, ,DEP FGS-245,DEP FGS,Spring, ,Unknown, ,30 20 24.28436,83 58 57.68033,401662.758342,703628.465577,WGS84,DGPS,
-82.1495915480346,29.583403656119,597,YES,1251,SPRING_VENT,YES,MAGNESIA SPRING,MAGNESIA SPRING, ,DEP FGS-246,DEP FGS,Spring, ,4, ,29 35 00.26351,82 08 58.53592,578977.682905,620974.114552,WGS84,DGPS,
-82.5931999099577,29.8503529765473,598,YES,919,SPRING_VENT,YES,HORNSBY SPRING,HORNSBY SPRING, ,DEP FGS-176,DEP FGS,Spring has stopped flowing for periods of time.  Site visit by Gary Maddox 2011 the spring was flowing again - est 2nd mag., ,2, ,29 51 01.2794,82 35 35.52436,535734.454226,650042.810365,WGS84,DGPS,Hornsby Spring
-83.9945418752609,30.3448591557046,599,YES,928,SPRING_VENT,YES,HORSEHEAD SPRING,HORSEHEAD SPRING,WAS106C1,DEP FGS-177,DEP FGS,"Spring     Discharge estimated by D. Hornsby, SRWMD          Film", ,2, ,30 20 41.50061,83 59 40.35473,400524.206531,704159.122905,WGS84,DGPS,
-82.6899500382666,28.3975497193839,600,YES,931,SPRING_VENT,YES,HORSESHOE SPRING,HORSESHOE SPRING, ,DEP FGS-178,DEP FGS,Spring     one siphon and two spring vents creating a h, ,3, ,28 23 51.18317,82 41 23.82767,528113.728158,488626.673982,WGS84,DGPS,
-82.5896758783614,28.8959542758159,601,YES,4105,SPRING_VENT,YES,HOUSE SPRING,HOUSE SPRING, ,42599,DEP GWMS,"Spring has multiple vents; is within a sea-walled enclosure used as swimming area; discharge low to moderate", ,3,KINGS BAY GROUP,28 53 45.44,82 35 22.84,537286.41364,544081.251322,WGS84,DGPS,Crystal River (Including Kings Bay Spring Group)
-82.7028000004517,28.3645999991136,602,YES,4134,SPRING_VENT,YES,HUDSON SPRINGS,HUDSON SPRING GROUP, ,796547,SWFWMD - WMIS,SWFWMD notes there are three vents that are in this group, ,Unknown, ,28 21 52.61,82 42 10.02,526895.6313,484954.3031, , ,
-82.5924731046383,28.8945570550682,603,YES,3957,SPRING_VENT,YES,HUNTER SPRING,HAMMETT 3/HUNTERS SPRING/AMERICAN LEGION SPRING,HUNTERS SPRINGS, ,SWFWMD - VHB,"Spring has 5 vents and is offshore of Hunters Spring Park; discharge moderate to high", ,2,KINGS BAY GROUP,28 53 40.41,82 35 32.91,537015.903579,543922.987864,NAD83, ,Crystal River (Including Kings Bay Spring Group)
-85.8379148002164,30.5781916603659,604,YES,3682,SPRING_GENERAL,YES,IBIS SPRING,IBIS SPRING,"UNNAMED SPRING (WASHINGTON) 30344100855016; UNNAMED 30344100855016",303441085501601,NWFWMD HOLMES CREEK REPORT, , ,Unknown, ,30 34 41.5,85 50 16.5,223876.358277,731365.929699,NAD83, ,
-82.7618676708246,29.9841901304273,605,YES,947,SPRING_VENT,YES,ICHETUCKNEE HEAD SPRING (SUWANNEE),ICHETUCKNEE HEAD SPRING (SUWANNEE),"ICHETUCKNEE SPRING MAIN; ICHETUCKNEE MAIN; ICHETUCKNEE SPRING",DEP FGS-181,DEP FGS,Spring          Low Impact, ,2,ICHETUCKNEE GROUP,29 59 03.0975,82 45 42.72664,519312.0342,664725.03328,WGS84,DGPS,Ichetucknee Spring Group
-82.589728669048,28.8881153884483,606,YES,3951,SPRING_VENT,YES,IDIOTS DELIGHT SPRING #1,HAMMETT 9/KINGS BAY #1/IDIOTS DELIGHT #1, , ,SWFWMD - VHB, , ,3,KINGS BAY GROUP,28 53 17.22,82 35 23.03,537291.23033,543210.734457,NAD83, ,Crystal River (Including Kings Bay Spring Group)
-82.5894536684888,28.8879292769489,607,YES,3952,SPRING_VENT,YES,IDIOTS DELIGHT SPRING #2,HAMMETT 11/IDIOTS DELIGHT #2, , ,SWFWMD - VHB, , ,3,KINGS BAY GROUP,28 53 16.55,82 35 22.04,537318.237066,543190.374194,NAD83, ,Crystal River (Including Kings Bay Spring Group)
-82.5895953358333,28.8878431661945,608,YES,3953,SPRING_VENT,YES,IDIOTS DELIGHT SPRING #3,HAMMETT 11A/IDIOTS DELIGHT #3/THREE SISTERS RUN, , ,SWFWMD - VHB, , ,4,KINGS BAY GROUP,28 53 16.24,82 35 22.55,537304.555608,543180.65436,NAD83, ,Crystal River (Including Kings Bay Spring Group)
-84.3220821664045,30.2507974125062,609,YES,980,SPRING_VENT,YES,INDIAN SPRING (WAKULLA),INDIAN SPRING (WAKULLA),INDIAN SPRING,DEP FGS-186,DEP FGS,Spring, ,4, ,30 15 02.87863,84 19 19.50193,369039.512795,693759.830332,WGS84,DGPS,
-82.6738106363237,28.3983366025164,610,YES,2210,SPRING_GENERAL,YES,ISABELLA SPRING,UNNAMED SPRING NEAR ARIPEKA FL, ,02310373,USGS, , ,2, ,28 23 52,82 40 27,529691.048589,488730.928366,NAD27, ,
-83.6229170097047,29.8825835047083,611,YES,993,SPRING_VENT,YES,JABO SPRING,JABO SPRING,JABO CAMP SPRING,DEP FGS-187,DEP FGS,"Spring     Discharge estimated by D. Hornsby, SRWMD", ,2, ,29 52 57.31039,83 37 22.50797,436372.468635,652902.227342,WGS84,DGPS,
-85.7338430463216,30.6129924412759,612,YES,3667,SPRING_GENERAL,YES,JACK PAUL HEAD SPRING,JACK PAUL HEADSPRING, ,303647085440201,NWFWMD HOLMES CREEK REPORT, , ,Unknown, ,30 36 46.782,85 44 01.842,233902.960967,735082.804817,NAD83, ,
-85.7337373272014,30.6128567326715,613,YES,995,SPRING_VENT,YES,JACK PAUL SPRINGS,JACK PAUL SPRINGS, ,DEP FGS-188,DEP FGS,Spring, ,2, ,30 36 46.29344,85 44 01.46141,233912.876198,735067.605087,WGS84,DGPS,
-85.1400866740237,30.7905127761742,614,YES,996,SPRING_VENT,YES,JACKSON BLUE SPRING,JACKSON BLUE SPRING,"JACKSON BLUE HOLE SPRING; BLUE SPRING",DEP FGS-189,DEP FGS,Spring          Urban/Suburban, ,1,JACKSON BLUE CLUSTER,30 47 25.8536,85 08 24.31806,290963.12793,754116.232282,WGS84,DGPS,Jackson Blue Spring
-84.9220469132078,30.6164664526353,615,YES,1006,SPRING_VENT,YES,JACKSON BLUE SPRING APALACHICOLA,JACKSON BLUE SPRING APALACHICOLA, ,DEP FGS-190,DEP FGS,Spring, ,3, ,30 36 59.28347,84 55 19.3732,311671.426135,734630.812286,WGS84,DGPS,
-85.9280586081346,30.7116732074449,616,YES,1007,SPRING_VENT,YES,JACKSON SPRING,JACKSON SPRING, ,DEP FGS-191,DEP FGS,Spring, ,3, ,30 42 42.0341,85 55 41.01654,215470.317793,746307.344333,WGS84,DGPS,
-82.0518888893189,29.2150555546786,617,YES,2503,SPRING_GENERAL,YES,JACOBS WELL SPRING,SSG-JACOBS WELL,SPRING OF THE STARS,105011,SJRWMD, , ,Unknown,SILVER SPRINGS GROUP,29 12 54.2,82 03 06.8,589073.149442,580224.904709,NAD83/HARN/HPGN, ,
-83.1522915212833,30.3722498613044,618,YES,4196,KARST_WINDOW,YES,JADE HOLE,JADE HOLE, , ,SRWMD,"Spring type is estavelle.  SRWMD 070115;", ,Unknown,CATHEDRAL CANYON CAVE SYSTEM,30 22 20.07889,83 09 08.23619,481393.657341,707478.796362, , ,
-83.147334891878,30.3715914400195,619,YES,4197,KARST_WINDOW,YES,JANES HOLE,JANES HOLE, , ,SRWMD,"Spring type is estavelle.  SRWMD 070115;", ,Unknown,CATHEDRAL CANYON CAVE SYSTEM,30 22 17.70858,83 08 50.39234,481870.071151,707409.006023, , ,
-82.7017922598221,29.8380534880528,620,YES,499,SPRING_VENT,YES,DOGWOOD SPRING,DOGWOOD SPRING,DOGWOOD SPRINGS,DEP FGS-100,DEP FGS,Spring, ,2, ,29 50 17.003,82 42 06.45613,525271.749517,648562.532229,WGS84,DGPS,
-83.1487052810418,30.3725366472783,621,YES,3304,KARST_WINDOW,YES,DORFFZEN HOLE,DORFFZEN HOLE, , ,SRWMD,"Spring type is estavelle.  SRWMD 070115;", ,Unknown,CATHEDRAL CANYON CAVE SYSTEM,30 22 21.11132,83 08 55.32573,481737.768889,707512.996034, , ,
-82.675270147371,28.4151849613163,622,YES,3651,SPRING_VENT,YES,DOUBLE KEYHOLE SPRING #1,DOUBLE KEYHOLE SPRING,DOUBLE KEY HOLE SPRING,757109,SWFWMD - DEWITT, , ,2, ,28 24 54.67,82 40 30.98,529528.224693,490600.408832,NAD83, ,
-86.1934919046857,30.7371178836228,623,YES,530,SPRING_SEEP,YES,EUCHEE SPRING,EUCHEE SPRING, ,DEP FGS-106,DEP FGS,Seep     Multiple seeps in seepage run., ,3, ,30 44 13.63769,86 11 36.57512,190119.09209,749554.647279,WGS84,DGPS,
-82.3458706990751,28.0059535056988,624,YES,533,SPRING_VENT,YES,EUREKA SPRING,EUREKA SPRING, ,DEP FGS-111,DEP FGS,Man Made, ,2, ,28 00 21.44066,82 20 45.1504,562343.818269,445545.689616,WGS84,DGPS,
-82.3440505294666,28.0074218667017,625,YES,545,SPRING_VENT,YES,EUREKA UNNAMED SPRING,EUREKA UNNAMED SPRING, ,DEP FGS-112,DEP FGS,Man Made, ,2, ,28 00 26.72676,82 20 38.59778,562520.257633,445711.141959,WGS84,DGPS,
-83.3992501505247,29.6777107766473,626,YES,546,SPRING_VENT,YES,EVA SPRING,EVA SPRING, ,DEP FGS-113,DEP FGS,Spring, ,3, ,29 40 39.76997,83 23 57.31001,458057.472645,630243.253446,WGS84,DGPS,
-85.1295056467337,30.6766207725741,627,YES,3909,SPRING_GENERAL,YES,EVERGREEN SPRING #1,EVERGREEN SPRING #1, , ,NWFWMD, , ,2, ,30 40 35.84172,85 07 46.227,291859.313679,741470.659561,NAD83, ,
-85.1309406430614,30.676142992878,628,YES,3910,SPRING_GENERAL,YES,EVERGREEN SPRING #2,EVERGREEN SPRING #2, , ,NWFWMD, , ,2, ,30 40 34.122,85 07 51.393,291721.442484,741418.907147,NAD83, ,
-85.131072864983,30.6759929932811,629,YES,3911,SPRING_GENERAL,YES,EVERGREEN SPRING #3,EVERGREEN SPRING #3, , ,NWFWMD, , ,2, ,30 40 33.582,85 07 51.86892,291708.630981,741402.380149,NAD83, ,
-83.134990451342,30.3611600935919,630,YES,549,KARST_WINDOW,YES,FALMOUTH SPRING,FALMOUTH SPRING, ,DEP FGS-114,DEP FGS,Karst Window          Low Impact, ,1, ,30 21 40.18723,83 08 05.9703,483063.444869,706259.586934,WGS84,DGPS,Falmouth Spring
-82.9353020504137,29.587586959909,631,YES,559,SPRING_VENT,YES,FANNING SPRINGS,FANNING SPRINGS,Big Fanning,DEP FGS-115,DEP FGS,Spring is an estavelle.  Spring is downgraded from 1st to 2nd magnitude http://floridastateparks.org/fanningsprings/default.cfm, ,2, ,29 35 15.32191,82 56 07.09559,502979.71515,620540.2871,WGS84,DGPS,Fanning Springs
-83.2358174844075,30.276230467734,632,YES,580,SPRING_VENT,YES,FARA SPRING,FARA SPRING,"MAD922977; FARA SPRINGS",DEP FGS-116,DEP FGS,Spring, ,2, ,30 16 34.43992,83 14 08.9479,473439.968869,696769.774517,WGS84,DGPS,
-85.5475231353821,30.4300412362125,633,YES,3827,SPRING_VENT,YES,FENCELINE SPRING,FENCELINE SPRING, , ,NWFWMD, , ,3, ,30 25 48.1548,85 32 51.09072,251496.088585,714544.576943,NAD83, ,
-83.6667551184983,30.073164631323,634,YES,583,SPRING_VENT,YES,FENHOLLOWAY SPRING,FENHOLLOWAY SPRING, ,DEP FGS-117,DEP FGS,Spring, ,8, ,30 04 23.40127,83 40 00.32376,432086.794662,674046.053285,WGS84,DGPS,
-82.0381131182536,28.7949964291007,635,YES,584,SPRING_VENT,YES,FENNEY SPRING,FENNEY SPRING,FENNEY SPRINGS,DEP FGS-118,DEP FGS,Spring          Intense Agriculture, ,2,PANASOFFKEE CLUSTER,28 47 41.99129,82 02 17.21058,591152.140092,533605.251953,WGS84,DGPS,
-81.7081927998505,29.1835707594852,636,YES,590,SPRING_VENT,YES,FERN HAMMOCK SPRINGS,FERN HAMMOCK SPRINGS, ,DEP FGS-119,DEP FGS,Spring          Urban/Suburban, ,2, ,29 11 00.86384,81 42 29.50128,622491.85676,577302.800443,WGS84,DGPS,
-83.2385614291074,30.5180904268147,637,YES,3735,SPRING_VENT,YES,FIRECRACKER,FIRECRACKER, , ,SRWMD,"Spring type is estavelle.  SRWMD 070115;", ,Unknown,M2 CAVE CLUSTER,30 31 05.10482,83 14 18.80775,473010.531021,723609.423706, , ,
-82.8927777657262,29.8466666907066,638,YES,596,SPRING_VENT,YES,FLETCHER SPRINGS,FLETCHER SPRING, ,11374,DEP GWIS, , ,2, ,29 50 48,82 53 34,506834.38,649338.95,WGS84, ,
-83.5781456864266,30.1138475158304,639,YES,598,SPRING_VENT,YES,FOLSOM SPRING,FOLSOM SPRING,FOLSON PARK SPRING IN PERRY,DEP FGS-120,DEP FGS,Spring     At least 10 boils seen., ,3, ,30 06 49.85996,83 34 41.32999,440603.158274,678588.004244,WGS84,DGPS,
-81.6584975201492,29.4587976366715,640,YES,600,SPRING_VENT,YES,FOREST SPRING,FOREST SPRING, ,DEP FGS-121,DEP FGS,Spring     Excessive sulphur bacteria.          Film, ,4, ,29 27 31.67993,81 39 30.6,626735.513722,607948.79775,WGS84,DGPS,
-83.1577137533205,30.3748474254366,641,YES,4048,KARST_WINDOW,YES,FOWLERS HORROR HOLE,FOWLER'S HORROR HOLE, , ,SRWMD,"Spring type is estavelle.  SRWMD 070115;", ,Unknown,CATHEDRAL CANYON CAVE SYSTEM,30 22 29.43012,83 09 27.75622,480871.074828,707763.506439, , ,
-82.9721031056334,29.4877198549367,642,YES,4049,KARST_WINDOW,NO,FRIEDMANS SINK,FRIEDMANS SINK, , ,SRWMD,"Spring type is estavelle.  SRWMD 070115;", ,Unknown,MANATEE CAVE CLUSTER,29 29 15.77159,82 58 19.55821,499512.753655,609422.175717, , ,
-82.5936397894994,28.8838820560826,643,YES,3970,SPRING_GENERAL,YES,FWS SPRING COMPLEX,HAMMETT 13/FWS SPRING COMPLEX #2, , ,SWFWMD - VHB,"Spring system has two vents; fractures in limestone; discharge moderate to high", ,3, ,28 53 01.98,82 35 37.11,536915.856966,542736.301091,NAD83, ,
-85.2884485248636,30.7033551060462,644,YES,605,SPRING_VENT,YES,GADSEN SPRING,GADSEN SPRING, ,DEP FGS-122,DEP FGS,Spring          Low Impact, ,2, ,30 42 12.08682,85 17 18.42259,276673.380268,744586.073555,WGS84,DGPS,
-85.5461386862826,30.428640963172,645,YES,3828,SPRING_GENERAL,YES,GAINER SPRING #1A,GAINER SPRINGS #1A, , ,NWFWMD, , ,Unknown,GAINER GROUP,30 25 43.11372,85 32 46.10688,251626.98819,714387.522509,NAD83, ,Gainer Spring Group
-85.5464811862942,30.4286345727408,646,YES,3829,SPRING_GENERAL,YES,GAINER SPRING #1B,GAINER SPRINGS #1B, , ,NWFWMD, , ,Unknown,GAINER GROUP,30 25 43.09068,85 32 47.33988,251594.113513,714387.225507,NAD83, ,Gainer Spring Group
-85.5460617385249,30.4276704070573,647,YES,3830,SPRING_GENERAL,YES,GAINER SPRING #1C,GAINER SPRINGS #1C, , ,NWFWMD, , ,Unknown,GAINER GROUP,30 25 39.6192,85 32 45.8304,251633.021634,714279.727471,NAD83, ,Gainer Spring Group
-85.5464689638903,30.4286520730878,648,YES,3832,SPRING_GENERAL,YES,GAINER SPRING #1E,GAINER SPRINGS #1E, , ,NWFWMD, , ,Unknown,GAINER GROUP,30 25 43.15368,85 32 47.29596,251595.310688,714389.152778,NAD83, ,Gainer Spring Group
-85.5461703533629,30.4286651300933,649,YES,3833,SPRING_GENERAL,YES,GAINER SPRING #1F,GAINER SPRINGS #1F, , ,NWFWMD, , ,Unknown,GAINER GROUP,30 25 43.20084,85 32 46.221,251623.983122,714390.242368,NAD83, ,Gainer Spring Group
-85.546794514414,30.4273898474401,650,YES,3834,SPRING_GENERAL,YES,GAINER SPRING #1G,GAINER SPRINGS #1G, , ,NWFWMD, , ,Unknown,GAINER GROUP,30 25 38.60976,85 32 48.46776,251562.314302,714249.475713,NAD83, ,Gainer Spring Group
-85.5469661814379,30.4273854025142,651,YES,3835,SPRING_GENERAL,YES,GAINER SPRING #1H,GAINER SPRINGS #1H, , ,NWFWMD, , ,Unknown,GAINER GROUP,30 25 38.59392,85 32 49.08588,251545.835047,714249.189079,NAD83, ,Gainer Spring Group
-85.5476872912078,30.4273734549219,652,YES,3922,SPRING_GENERAL,YES,GAINER SPRING #1I,GAINER SPRINGS #1I, , ,NWFWMD, , ,Unknown,GAINER GROUP,30 25 38.55072,85 32 51.68184,251476.620864,714248.731564,NAD83, ,Gainer Spring Group
-85.5483178465571,30.4273904558195,653,YES,618,SPRING_VENT,YES,GAINER SPRING #2,GAINER SPRING #2, ,DEP FGS-124,DEP FGS,Spring          Low Impact, ,2,GAINER GROUP,30 25 38.61221,85 32 53.952,251416.136673,714251.377839,WGS84,DGPS,Gainer Spring Group
-85.5487846636912,30.4289712362653,654,YES,625,SPRING_VENT,YES,GAINER SPRING #3,GAINER SPRING #3,EMERALD SPRING,DEP FGS-125,DEP FGS,Spring          Urban/Suburban, ,2,GAINER GROUP,30 25 44.30302,85 32 55.63252,251373.544379,714427.359247,WGS84,DGPS,Gainer Spring Group
-85.5484478393023,30.4254103933847,655,YES,3924,SPRING_GENERAL,YES,GAINER SPRING #4,GAINER SPRINGS #4, , ,NWFWMD, , ,Unknown,GAINER GROUP,30 25 31.48392,85 32 54.42,251400.903436,714031.807058,NAD83, ,Gainer Spring Group
-85.5483200671232,30.426942618173,656,YES,3411,SPRING_GENERAL,YES,GAINER SPRING #5,GAINER SPRINGS #5, , ,DEP FGS BULLETIN 66, , ,Unknown,GAINER GROUP,30 25 37,85 32 53.96,251415.299585,714201.683962,NAD83, ,Gainer Spring Group
-85.8420139444756,30.5974572908279,657,YES,631,SPRING_VENT,YES,GALLOWAY SPRING,GALLOWAY SPRING, ,DEP FGS-126,DEP FGS,Spring, ,3, ,30 35 50.85632,85 50 31.25684,223515.507579,733509.386301,WGS84,DGPS,
-84.2668313453109,30.1293307451292,658,YES,4040,SPRING_VENT,YES,GANDER SPRING,GANDER SPRING, , ,JOSEPH FOLLMAN, , ,2, ,30 07 45.5988,84 16 00.5988,374321.37379,680264.967496,WGS84, ,
-82.7185950334127,28.2989321534184,659,YES,3653,SPRING_VENT,YES,GAR SPRING (PASCO),GAR SPRING (PASCO-WARNER BOYCE SALT SPRINGS), ,39141 GWIS,SWFWMD - DEWITT, , ,Unknown, ,28 17 56.16,82 43 06.95,525426.355584,477645.678347,NAD83, ,
-83.983115144642,30.3303080047215,660,YES,632,SPRING_VENT,YES,GARNER SPRING,GARNER SPRING,WAS105C1,DEP FGS-127,DEP FGS,"Spring     Discharge estimated by D. Hornsby, SRWMD", ,2, ,30 19 49.11654,83 58 59.21861,401621.867984,702544.261436,WGS84,DGPS,
-83.05761307239,30.437916733484,661,YES,853,SPRING_RISE,YES,HOLTON CREEK RISE,HOLTON CREEK RISE,HOLTON SPRING,DEP FGS-169,DEP FGS,River Rise          Low Impact, ,1, ,30 26 16.51193,83 03 27.41134,490428.450814,714832.28972,WGS84,DGPS,
-84.2811983307921,30.234367746777,662,YES,3869,SPRING_GENERAL,YES,HOMESTEAD SPRING,HOMESTEAD SPRING, , ,NWFWMD, , ,3, ,30 14 03.732,84 16 52.32,372965.34885,691926.665638,NAD83, ,
-82.5852777995507,28.794722199414,663,YES,4169,SPRING_VENT,YES,HOMOSASSA SE FORK HEADSPRING,HOMOSASSA SE FORK HEADSPRINGS, ,792951,SWFWMD - DEWITT, , ,Unknown, ,28 47 41,82 35 07.00,537843.4916,532844.8982,NAD83, ,
-82.5882927041432,28.7992123435261,664,YES,3608,SPRING_VENT_TUBING,YES,HOMOSASSA SPRING #1,HOMOSASSA #1 SPRING,HOMOSASSA #1,20990,SWFWMD - DEWITT, ,TIDAL,Unknown,HOMOSASSA GROUP,28 47 57.169,82 35 17.86,537544.038753,533340.1412,NAD83/HARN/HPGN, ,Homosassa Spring Group
-82.5882788153083,28.7992073438401,665,YES,3609,SPRING_VENT_TUBING,YES,HOMOSASSA SPRING #2,HOMOSASSA #2 SPRING,"HOMOSASSA #2;    HOMOSASSA SPRINGS #2",20994,SWFWMD - DEWITT, ,TIDAL,Unknown,HOMOSASSA GROUP,28 47 57.151,82 35 17.81,537545.398258,533339.601466,NAD83/HARN/HPGN, ,Homosassa Spring Group
-82.588290204734,28.7992087324965,666,YES,3610,SPRING_VENT_TUBING,YES,HOMOSASSA SPRING #3,HOMOSASSA #3 SPRING,"HOMOSASSA #3; HOMOSASSA SPRINGS #3",20998,SWFWMD - DEWITT,ANNUAL from Dave Dewitt changing - QUARTERLY Data,TIDAL,Unknown,HOMOSASSA GROUP,28 47 57.156,82 35 17.851,537544.28691,533339.742992,NAD83/HARN/HPGN, ,Homosassa Spring Group
-82.5989842498138,28.8765292792469,667,YES,4010,SPRING_GENERAL,YES,GARYS GROTTO,GARY'S GROTTO #1, , ,SWFWMD - VHB,"Complex has multiple fractures in limestone bottom; discharge moderate", ,2, ,28 52 35.51,82 35 56.35,536404.84748,541913.897443,NAD83, ,
-85.1671470520009,30.7778664062766,668,YES,640,SPRING_VENT,YES,GATOR HOLE SPRING (JACKSON),GATOR SPRING (JACKSON),"HOLE IN THE ROCK SPRING; GATOR HOLE SPRING; GATOR SPRING (JACKSON)",DEP FGS-129,DEP FGS,Spring issues from a cave in the bank, ,4, ,30 46 40.32732,85 10 01.73597,288361.893864,752737.394053,WGS84,DGPS,
-82.6515572241839,28.4340973666171,669,YES,635,SPRING_VENT,YES,GATOR SPRING (HERNANDO),GATOR SPRING (HERNANDO),GATOR SPRING,DEP FGS-128,DEP FGS,Spring          Low Impact, ,4, ,28 26 02.75456,82 39 05.61341,531823.74678,492725.761227,WGS84,DGPS,
-81.3114755433916,28.8628922376273,670,YES,4161,SPRING_BOIL,YES,GEMINI SPRINGS #1,GEMINI SPRINGS #1 WEST BOIL,"GEMINI SPRINGS WEST-NORTH BOIL; GEMINI SPRING; GIMINI SPRINGS",46488,DEP GWMS,"SJRWMD website explains that they have renumbered the Gemini Spring vents; SJRWMD Spring 1 (Spring 2 of Rosenau et al. 1977) and SJRWMD Spring 2 (Spring 3 of Rosenau) from west to east.  Roseneau old Spring 1 is an abandoned well that is plugged and no l", ,3, ,28 51 46.412,81 18 41.312,661776.4,542478.37, ,DGPS,Gemini Springs
-81.3109183358383,28.8628408709734,671,YES,4163,SPRING_BOIL,YES,GEMINI SPRINGS #2,GEMINI SPRINGS #2 EAST BOIL,"GEMINI SPRINGS EAST-SOUTH BOIL; GEMINI SPRING; GIMINI SPRINGS",17988,DEP GWMS,"SJRWMD website explains that they have renumbered the Gemini Spring vents; SJRWMD Spring 1 (Spring 2 of Rosenau et al. 1977) and SJRWMD Spring 2 (Spring 3 of Rosenau) from west to east.  Roseneau old Spring 1 is an abandoned well that is plugged and no l", ,3, ,28 51 46.227,81 18 39.306,661830.77,542473.85,WGS84,DGPS,Gemini Springs
-84.1472452405243,30.2812249356708,672,YES,4027,SPRING_VENT,YES,GERRELL SPRING #1,GERELL SPRING #1 MAIN,"RHODES SPRINGS #3; LEON UNNAMED SPRING #2; ELLY SPRING",46461,DEP GWMS, , ,2, ,30 16 52.418,84 08 50.088,385849.916122,697104.999254,WGS84,DGPS,
-84.1474460727469,30.2811029905715,673,YES,4028,SPRING_VENT,YES,GERRELL SPRING #2,GERRELL SPRING #2, ,46479,DEP GWMS, , ,Unknown, ,30 16 51.979,84 08 50.811,385830.600166,697091.487823,WGS84,DGPS,
-84.1475196840012,30.2811516020647,674,YES,4045,SPRING_VENT,YES,GERRELL SPRING #3,GERRELL SPRING #3, ,46482,DEP GWMS, , ,Unknown, ,30 16 52.154,84 08 51.076,385823.532681,697096.891572,WGS84,DGPS,
-84.1478985730023,30.281248268307,675,YES,4030,SPRING_VENT,YES,GERRELL SPRING #4,GERRELL SPRING #4, ,46484,DEP GWMS, , ,Unknown, ,30 16 52.502,84 08 52.44,385787.134826,697107.664086,WGS84,DGPS,
-84.1479802396693,30.2814018789471,676,YES,4031,SPRING_VENT,YES,GERRELL SPRING #5,GERRELL SPRING #5, ,46485,DEP GWMS, , ,Unknown, ,30 16 53.055,84 08 52.734,385779.307208,697124.722621,WGS84,DGPS,
-83.1603254068433,30.3863079958434,677,YES,4050,KARST_WINDOW,NO,GIANT SINK,GIANT SINK, , ,SRWMD,"Spring type is estavelle.  SRWMD 070115;", ,Unknown,CATHEDRAL CANYON CAVE SYSTEM,30 23 10.68817,83 09 37.15817,480611.663336,709033.68397, , ,
